accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation,gtdb_type_designation_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,checkm_qscore
GB_GCA_016188215.1,9,79.91,0.0,149,k__Archaea (UID2),107,0.0,1005861,90.2392657850825,16,492669,44.2025279658918,1114660,GB_GCA_016188215.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACPIF01;g__JACPIF01;s__JACPIF01 sp016188215,not type material,none,f,4,3,171207,265348,109515,1,306,JACPIF010000010.1,170028,1,108,JACPIF010000008.1,289,276,1.24e-72,84.083,CEQE01094627.45822.48743,Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome,69661,85743,f,f,t,140791,160221,Scaffold,ASM1618821v1,na,PRJNA640378,SAMN15434929,16,140791,none,2020-12-21,GCA_016188215.1,derived from metagenome,full,NC_groundwater_433_Ag_B-0.1um_44_11,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,1,13,3,160221,109515,48214,2020/12/21,3,2026803,0,NC_groundwater_433_Ag_B-0.1um_44_11,Innovative Genomics Institute,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,79,1114660,11,35,none,1114581,0,JACPIF000000000.1,1326,13,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,79,12,16,0,79.91
RS_GCF_000016525.1,0,100.0,0.0,188,p__Euryarchaeota (UID3),125,0.0,1670202,90.1272421161691,1,575114,31.0342334175139,1853160,RS_GCF_000016525.1,t,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii,type strain of species,LPSN,f,1,1,1853160,1853160,1853160,2,2977,NC_009515.1,none,0,none,none,2974,5493,0,100,LP130651.516548.519530,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii,1853160,1853160,f,f,t,1853160,1853160,Complete Genome,ASM1652v1,na,PRJNA224116,SAMN02604313,none,none,none,2007-06-04,GCA_000016525.1,none,full,none,none,none,1,0,Methanobrevibacter smithii ATCC 35061,1749,representative genome,7,none,none,none,none,none,2007/06/04,0,2173,2,DSMZ 861;PS;ATCC 35061,Washington University Center for Genome Sciences,420247,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__Methanobrevibacter smithii ATCC 35061,0,1853160,11,36,assembly from type material,1853160,0,none,1782,1,1853160,2,none,none,none,none,none,none,1476,NC_009515.1-#2,1474,2723,0,100,CP000678.520016.521491,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii ATCC 35061,0,20,36,0,100.0
GB_GCA_001723845.1,5,79.06,5.14,149,k__Archaea (UID2),107,22.22,2231249,87.5090205417345,304,946468,37.1218803721178,2549736,GB_GCA_001723845.1,t,d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__WOR-SM1-SCG;g__WOR-SM1-SCG;s__WOR-SM1-SCG sp001723845,not type material,none,f,47,47,62700,62700,44886,1,2880,MCBE01000267.1,none,0,none,none,2880,5319,0,100,MCBE01000267.41432.44323,Archaea;Altiarchaeota;Altiarchaeia;Candidatus Altiarchaeales archaeon WOR_SM1_SCG,8386,8499,f,f,t,15854,16971,Scaffold,ASM172384v1,na,PRJNA321288,SAMN04979179,304,15854,USA: White Oak River Estuary; North Carolina,2016-09-13,GCA_001723845.1,derived from single cell,full,WOR_SM1_SCG,single cell amplified by MDA; Methane-rich estuary sediments 72-75 cm,34.7414 N 77.1234 W,0,0,Candidatus Altiarchaeales archaeon WOR_SM1_SCG,2403,na,3,300,47,16971,8442,3725,2016/09/13,4,1849261,1,WOR_SM1_SCG,University of Tennessee,1849261,d__Archaea;p__Candidatus Altiarchaeota;c__;o__Candidatus Altiarchaeales;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Altiarchaeota;o__Candidatus Altiarchaeales;x__unclassified Candidatus Altiarchaeales;s__Candidatus Altiarchaeales archaeon WOR_SM1_SCG,108,2549736,11,26,none,2549628,0,MCBE00000000.1,2588,300,44886,1,none,none,none,none,none,none,1493,MCBE01000267.1,1493,2758,0,100,MCBE01000267.39520.41017,Archaea;Altiarchaeota;Altiarchaeia;Altiarchaeales;Altiarchaeaceae;Candidatus Altiarchaeum;Candidatus Altiarchaeales archaeon WOR_SM1_SCG,108,18,26,0,53.36
GB_GCA_009392915.1,0,75.16,0.0,149,k__Archaea (UID2),107,0.0,769185,91.6097766640624,1,206509,24.5951797930522,839632,GB_GCA_009392915.1,t,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__CSSED10-239;g__Forterrea;s__Forterrea multitransposorum,not type material,none,f,1,1,839632,839632,839632,1,2962,CP045477.1,none,0,none,none,2574,1081,0,74.981,CP010424.164728.167777,Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;archaeon GW2011_AR10,839632,839632,f,f,t,839632,839632,Complete Genome,ASM939291v1,na,PRJNA405984,SAMN08607066,none,none,none,2019-10-30,GCA_009392915.1,derived from metagenome,full,CG_2015-17_Forterrea_25_41,none,none,1,none,Candidatus Forterrea multitransposorum CG_2015-17_Forterrea_25_41,none,na,none,none,none,none,none,none,2019/10/30,0,2107590,none,CG_2015-17_Forterrea_25_41,DOE Joint Genome Institute,2107591,d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__Candidatus Forterrea;s__Candidatus Forterrea multitransposorum,d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;g__Candidatus Forterrea;s__Candidatus Forterrea multitransposorum;x__Candidatus Forterrea multitransposorum CG_2015-17_Forterrea_25_41,0,839632,none,none,none,839632,0,none,864,1,839632,1,none,none,none,none,none,none,1494,CP045477.1,1511,963,0,78.69,CP010424.162769.164251,Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;archaeon GW2011_AR10,0,18,36,0,75.16
GB_GCA_001775995.1,22,84.11,1.44,149,k__Archaea (UID2),107,50.0,732692,86.3397418146038,64,407267,48.1413885181818,848615,GB_GCA_001775995.1,t,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__RBG-16-48-13;g__RBG-16-48-13;s__RBG-16-48-13 sp001775995,not type material,none,f,4,2,153743,323270,323270,1,3052,MEZH01000007.1,113467,1,86,MEZH01000001.1,3052,5637,0,100,KP308663.317302.320369,Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon,13218,53038,f,f,t,91585,136040,Scaffold,ASM177599v1,na,PRJNA288027,SAMN04316259,64,91585,USA: Rifle; CO,2016-10-18,GCA_001775995.1,derived from metagenome,full,none,Rifle background sediment; well D04 at 16ft depth,39.5369 N 107.7828 W,0,0,Candidatus Bathyarchaeota archaeon RBG_16_48_13,913,na,3,16,2,136040,53217,14961,2016/10/18,48,1797381,1,none,"Banfield Lab, University of California, Berkeley",1797381,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon RBG_16_48_13,2612,848615,11,24,none,846003,0,MEZH00000000.1,932,16,323270,1,none,none,none,none,none,none,1499,MEZH01000007.1,1499,2769,0,100,MEZH01000007.315619.317128,Archaea;Crenarchaeota;Bathyarchaeia;Candidatus Bathyarchaeota archaeon RBG_16_48_13,2612,10,19,0,76.91
GB_GCA_003056265.1,5,97.47,0.63,245,c__Thermoprotei (UID148),158,0.0,1576234,87.1722125624383,19,758138,41.9282604211198,1808184,GB_GCA_003056265.1,t,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__NBVN01;g__Zestosphaera;s__Zestosphaera tikiterensis,type strain of species,LPSN,t,2,2,644031,644031,644031,1,4233,NBVN01000002.1,none,0,none,none,859,1064,0,89.29,CP003531.424047.427705,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Thermogladius;Thermogladius calderae 1633,95167,95167,f,f,t,454821,454821,Contig,ASM305626v1,na,PRJNA363059,SAMN06648824,19,454821,none,2018-04-18,GCA_003056265.1,derived from metagenome,full,NZ3,none,none,0,0,Zestosphaera tikiterensis,1886,na,2,none,none,none,none,none,2018/04/18,0,1973259,0,NZ3,Portland State University,1973259,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Zestosphaera;s__Zestosphaera tikiterensis,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Zestosphaera;s__Zestosphaera tikiterensis,0,1808184,11,49,none,1808184,0,NBVN00000000.1,1941,19,644031,2,none,none,none,none,none,none,938,NBVN01000002.1,378,660,0,98.148,DQ060320.1.1195,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Ignisphaeraceae;Ignisphaera;Ignisphaera sp. Tok1,0,19,49,0,94.32
GB_GCA_016180275.1,9,71.18,0.0,149,k__Archaea (UID2),107,0.0,1177349,86.1729403489665,102,488700,35.7738146218056,1366263,GB_GCA_016180275.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10200;g__UBA10200;s__UBA10200 sp016180275,not type material,none,f,27,27,45229,45229,none,0,none,none,44842,1,107,JACPBN010000005.1,none,none,none,none,none,none,13393,14085,f,f,t,18021,18079,Scaffold,ASM1618027v1,na,PRJNA640378,SAMN15434577,102,18021,none,2020-12-21,GCA_016180275.1,derived from metagenome,full,NC_groundwater_258_Ag_S-0.2um_36_8,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,1,97,27,18079,11489,8077,2020/12/21,5,2026803,0,NC_groundwater_258_Ag_S-0.2um_36_8,Innovative Genomics Institute,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,171,1366263,11,32,none,1366092,0,JACPBN000000000.1,1511,97,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,171,9,15,1,71.18
GB_GCA_015522495.1,0,56.07,0.0,149,k__Archaea (UID2),107,0.0,322288,93.5070662407483,37,138767,40.2611796313543,344667,GB_GCA_015522495.1,t,d__Archaea;p__B1Sed10-29;c__B1Sed10-29;o__WALL01;f__WAMD01;g__WAMD01;s__WAMD01 sp015522495,not type material,none,f,9,9,30020,30020,none,0,none,none,none,0,none,none,none,none,none,none,none,none,9315,9315,f,f,t,13269,13269,Contig,ASM1552249v1,na,PRJNA546572,SAMN12837236,37,13269,none,2020-11-16,GCA_015522495.1,derived from metagenome,full,S016_130_esom,none,none,0,none,DPANN group archaeon,none,na,none,none,none,none,none,none,2020/11/16,0,2599936,none,S016_130_esom,Portland State University,2599936,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;x__unclassified DPANN group;s__DPANN group archaeon,0,344667,none,none,none,344667,0,WAMD00000000.1,441,37,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,12,14,0,56.07
GB_GCA_013331945.1,154,71.18,0.54,149,k__Archaea (UID2),107,50.0,831142,90.1368522995069,61,391821,42.5302053562609,922089,GB_GCA_013331945.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__UBA12030;g__UBA12030;s__UBA12030 sp10106u,not type material,none,f,11,10,58046,75315,23125,1,3978,DUFK01000026.1,13038,1,106,DUFK01000041.1,1021,296,1.35e-77,72.87,MWBV01000002.32623.35404,Archaea;Aenigmarchaeota;Candidatus Diapherotrites archaeon ADurb.Bin253,15105,18818,f,f,t,26151,32588,Scaffold,ASM1333194v1,na,PRJNA593905,SAMN13192934,61,26151,none,2020-06-11,GCA_013331945.1,derived from metagenome,full,UBA10106,none,none,0,0,Nanoarchaeota archaeon,none,na,3,none,none,none,none,none,2020/06/11,12,2026764,2,UBA10106,The University of Queensland,2026764,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Nanoarchaeota;x__unclassified Nanoarchaeota;s__Nanoarchaeota archaeon,658,922089,11,39,none,921431,0,DUFK00000000.1,1171,49,23125,2,none,none,none,none,none,none,1265,DUFK01000026.1,1279,780,0,78.264,MF942688.1.1523,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured archaeon,658,18,34,0,68.48
GB_GCA_016187335.1,0,88.79,0.93,149,k__Archaea (UID2),107,0.0,893813,88.0993661235364,2,477291,47.0445546847817,1014551,GB_GCA_016187335.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACPJW01;s__JACPJW01 sp016187335,not type material,none,f,1,1,918042,918042,918042,4,1954,JACPJW010000001.1,none,0,none,none,299,193,8.89e-47,78.595,CP019436.850141.853232,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus sp. SNP6,507275,507275,f,f,t,918042,918042,Contig,ASM1618733v1,na,PRJNA640378,SAMN15434974,2,918042,none,2020-12-21,GCA_016187335.1,derived from metagenome,full,NC_groundwater_478_Ag_S-0.1um_47_21,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,1,none,none,none,none,none,2020/12/21,0,2093792,0,NC_groundwater_478_Ag_S-0.1um_47_21,Innovative Genomics Institute,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,1014551,11,30,none,1014551,0,JACPJW000000000.1,1203,2,918042,2,none,none,none,none,none,none,1174,JACPJW010000001.1-#2,355,401,9.05e-110,87.324,KP308749.593.2989,Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured archaeon,0,10,12,0,84.14
RS_GCF_000970285.1,0,100.0,0.0,228,p__Euryarchaeota (UID49),153,0.0,3807400,75.8656734827015,1,2073239,41.311045076851,5018607,RS_GCF_000970285.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina horonobensis,type strain of species,LPSN,f,1,1,5018607,5018607,5018607,3,2891,NZ_CP009516.1-#3,5018607,3,116,NZ_CP009516.1,2891,5339,0,100,CP009516.45711.48610,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina horonobensis HB-1 = JCM 15518,5018607,5018607,t,f,f,5018607,5018607,Complete Genome,ASM97028v1,na,PRJNA224116,SAMN03074578,none,none,none,2015-04-07,GCA_000970285.1,none,full,none,none,none,1,0,Methanosarcina horonobensis HB-1 = JCM 15518,4385,representative genome,9,none,none,none,none,none,2015/04/07,0,418008,3,HB-1,University of Illinois at Urbana-Champaign,1434110,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina horonobensis,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina horonobensis;x__Methanosarcina horonobensis HB-1 = JCM 15518,0,5018607,11,58,assembly from type material,5018607,0,none,4415,1,5018607,3,none,none,none,none,none,none,1474,NZ_CP009516.1,1474,2723,0,100,CP009516.4080151.4081626,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanosarcina;Methanosarcina horonobensis HB-1 = JCM 15518,0,20,58,0,100.0
GB_GCA_007118975.1,0,89.98,2.66,234,p__Euryarchaeota (UID54),153,48.0,2878520,83.8604497231182,175,2059406,59.9970517218876,3432512,GB_GCA_007118975.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SKNY01;g__SKNY01;s__SKNY01 sp007118975,not type material,none,f,30,30,125841,125841,none,0,none,none,none,0,none,none,none,none,none,none,none,none,19614,19614,f,f,t,35427,35427,Contig,ASM711897v1,na,PRJNA453733,SAMN10606151,175,35427,none,2019-07-18,GCA_007118975.1,derived from metagenome,full,CSSed162cmA_432R1,none,none,0,none,Halobacteriales archaeon,none,na,none,none,none,none,none,none,2019/07/18,0,1904752,none,CSSed162cmA_432R1,"Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam",1904752,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;s__Halobacteriales archaeon,0,3432512,none,none,none,3432512,0,SKQO00000000.1,3617,175,14895,1,none,none,none,none,none,none,280,SKQO01000026.1,277,496,8.93e-139,98.917,EF690612.1.1438,Archaea;Halobacterota;Halobacteria;Halobacterales;uncultured;uncultured haloarchaeon,0,17,36,0,76.68
GB_GCA_018221165.1,0,80.14,0.0,149,k__Archaea (UID2),107,0.0,970680,92.7704107232456,122,521541,49.845029030177,1046325,GB_GCA_018221165.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__UBA153;s__UBA153 sp018221165,not type material,none,f,27,27,41779,41779,none,0,none,none,none,0,none,none,none,none,none,none,none,none,8576,8576,f,f,t,11470,11470,Contig,ASM1822116v1,na,PRJNA593679,SAMN13483425,122,11470,none,2021-04-30,GCA_018221165.1,derived from metagenome,full,DPANNHV_H2.bin.48,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2021/04/30,0,2026803,1,DPANNHV_H2.bin.48,"The Institute of Oceanology, Chinese Academy of Science",2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,1046325,11,37,none,1046325,0,JAAOYD000000000.1,1194,122,3438,1,none,none,none,none,none,none,759,JAAOYD010000061.1,681,874,0,89.868,FJ755716.1.963,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured archaeon,0,18,34,0,80.14
GB_GCA_013329045.1,34,85.28,0.0,149,k__Archaea (UID2),107,0.0,1580615,90.808211843218,56,779561,44.7888167140278,1740608,GB_GCA_013329045.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9989;g__UBA9989;s__UBA9989 sp9989u,not type material,none,f,10,10,196393,196393,14063,1,840,DUKZ01000043.1,none,0,none,none,525,970,0,100,KP308716.4848.7741,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,31081,31647,f,f,t,48760,48760,Scaffold,ASM1332904v1,na,PRJNA593905,SAMN13193079,56,48760,none,2020-06-11,GCA_013329045.1,derived from metagenome,full,UBA9989,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2020/06/11,1,2026803,1,UBA9989,The University of Queensland,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,48,1740608,11,42,none,1740560,0,DUKZ00000000.1,1849,55,3943,1,none,none,none,none,none,none,949,DUKZ01000040.1,707,1306,0,100,KP308716.3069.4526,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured archaeon,48,17,36,0,85.28
GB_GCA_016432325.1,0,82.24,0.0,149,k__Archaea (UID2),107,0.0,797183,91.1202705776522,1,489050,55.9061878050091,874869,GB_GCA_016432325.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__JACQIF01;g__JACQIF01;s__JACQIF01 sp016432325,not type material,none,f,1,1,874769,874869,874869,1,3185,CP066684.1,874869,1,114,CP066684.1,565,213,1.12e-52,74.159,CP001857.1046732.1049698,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus profundus DSM 5631,874769,874869,f,f,t,874769,874869,Chromosome,ASM1643232v1,na,PRJNA640378,SAMN15434453,1,874769,none,2020-12-29,GCA_016432325.1,derived from metagenome,full,NC_groundwater_134_Ag_S-0.1um_56_17,none,none,1,0,Candidatus Aenigmarchaeota archaeon,none,na,3,1,1,874869,874869,874869,2020/12/29,1,2093792,1,NC_groundwater_134_Ag_S-0.1um_56_17,Innovative Genomics Institute,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,100,874869,11,43,none,874769,0,none,1066,1,874869,2,none,none,none,none,none,none,1247,CP066684.1,497,606,1.9e-171,88.934,KT165072.1.955,Archaea;Aenigmarchaeota;uncultured archaeon,100,6,8,0,82.24
GB_GCA_003660555.1,0,80.52,0.5,299,p__Euryarchaeota (UID4),202,0.0,1176552,90.82264776651,150,560265,43.2490453043331,1295439,GB_GCA_003660555.1,t,d__Archaea;p__Hadarchaeota;c__B88-G9;o__B88-G9;f__B88-G9;g__B88-G9;s__B88-G9 sp003660555,not type material,none,f,31,31,55630,55630,50668,1,3023,QMUK01000002.1,39991,1,116,QMUK01000003.1,3058,2748,0,83.421,CP013050.945489.948518,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus barophilus,8636,8636,f,f,t,12138,12138,Contig,ASM366055v1,na,PRJNA362212,SAMN09215225,150,12138,none,2018-10-15,GCA_003660555.1,derived from metagenome,full,B88_G9,none,none,0,0,Thermococci archaeon,none,na,3,none,none,none,none,none,2018/10/15,0,2250254,1,B88_G9,The University of Texas at Austin,2250254,d__Archaea;p__Euryarchaeota;c__Thermococci;o__;f__;g__;s__,d__Archaea;p__Euryarchaeota;c__Thermococci;x__unclassified Thermococci;s__Thermococci archaeon,0,1295439,11,42,none,1295439,0,QMUK00000000.1,1469,150,50668,1,none,none,none,none,none,none,1474,QMUK01000002.1,1492,1821,0,89.008,D38650.1.1498,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis KOD1,0,19,42,0,78.02
GB_GCA_902385045.1,0,72.9,1.89,149,k__Archaea (UID2),107,0.0,861841,92.7029730660012,109,302173,32.5029042251097,929680,GB_GCA_902385045.1,t,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__CABMDW01;g__CABMDW01;s__CABMDW01 sp902385045,not type material,none,f,23,23,36717,36717,9220,1,1104,CABMDW010000100.1,19542,1,95,CABMDW010000027.1,552,422,5.81e-116,81.159,MNVI01000038.3285.6154,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Candidatus Micrarchaeota archaeon CG1_02_55_41,8529,8529,f,f,t,11918,11918,Contig,uncultured DPANN archaeon LFW-156_1,na,PRJEB21808,SAMEA4835427,109,11918,none,2019-08-18,GCA_902385045.1,derived from environmental sample,full,LFW-156_1,none,none,0,0,uncultured archaeon,none,na,1,none,none,none,none,none,2019/08/18,0,115547,0,LFW-156_1,THE UNIVERSITY OF NEW SOUTH WALES,115547,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__environmental samples;s__uncultured archaeon,0,929680,11,16,none,929680,0,CABMDW000000000.1,1087,109,5915,1,none,none,none,none,none,none,360,CABMDW010000012.1,357,254,7.81e-66,79.832,MNVI01000038.1220.2712,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;CG1-02-32-21;Candidatus Micrarchaeota archaeon CG1_02_55_41,0,16,29,0,63.45
